"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","return_tds","return_tds_sd","fg_miss","fg_miss_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"226","Matt Prater","ARI","K","2506677","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.15931063132442,0.20376691755071,0.472252695112337,0.213997068463907,8.83549287648948,0.356837588477548,8.52042107272142,1.1503966214608,6.15958498107084,1.50202882460398,4.77359801366631,0.651222992201069,43.5475,1.178667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Dustin Hopkins","LAC","K","2539227","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.121410196653447,0.761502122442914,0.209524405530441,8.08110947200159,0.29652,7.42636062846785,0.700200464467125,8.705,2.02113344078551,2.05747036163641,0.0741300000000001,42.5,6.553092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Jake Elliott","PHI","K","2558172","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.89241244678088,1.13444861280533,0.224102718078382,0.0214742707964602,6.6979640223346,0.65094902522124,9.45789154024442,0.653765371681414,8.53425061995527,0.389284290878149,2.50780783817952,0.382074800544588,38.7,5.9304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Cade York","CLE","K","2567487","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.465,0.548530597394497,0.26648032823368,0.0397410279180429,6.95913848540944,1.08515498686379,7.53059771352622,1.12814025848898,7.27830956166186,0.51891,2.54549877476795,0.340998,35.075,4.840689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Randy Bullock","TEN","K","2533444","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18720732077459,0.148259999999998,0.232434516252726,0.0279211693933193,6.5209505320836,0.919797294713193,9.73869498068705,0.776009540783708,7.7628849430052,1.02500991937884,1.59447433040608,0.275549162853134,40.8,3.439632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Rodrigo Blankenship","IND","K","2564106","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.99744592374613,0.767234060695723,0.157715676059544,0.0669592117285978,7.94811787847138,0.504084,8.95973384750828,0.347621804631547,9.67832455367813,1.66588668779326,1.38971724014234,0.249029418166513,39.575,2.44629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Nick Folk","NE","K","2507225","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,0.7413,0.204508099421572,0.0376289387253148,8.523169530611,1.26560916137164,9.05547745970095,0.487213417199189,9.32631434243434,1.25617516524425,3.18766122155438,0.467019,38.4,1.519665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Robbie Gould","SF","K","2506264","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15528824192721,0.57735930503745,0.383583656760496,0.103777578378305,7.23409645909646,1.0421962948718,7.61220520246687,1.16966732433903,9.1008505445521,0.83782291043478,3.07341728311371,0.473457324888029,40.4,2.74281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Chris Boswell","PIT","K","2550545","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94113845589863,0.894033018688589,0.235940151819167,0.0406621086066525,8.25808074997167,0.6210197013272,8.66173831652763,0.916445404911534,9.23768806577225,0.979772392833809,4.38405861895872,0.778463127792233,30.2875,2.74281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Cairo Santos","CHI","K","2550636","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.40069221812671,0.789229362992729,0.190465446893562,0.0314464592505937,8.68502906411644,0.441006655183406,7.6572282269488,0.615279,8.63930036808558,0.985929000000001,1.90834726393691,0.300478023559853,31.525,3.298785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Jason Sanders","MIA","K","2561153","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8302034376348,0.743654753598587,0.36425,0.142811252318619,6.93651034844479,0.163010168410094,8.54272288137622,0.694844615669611,8.4845785609264,0.56652029180987,3.57678118483676,0.534433847883348,37.1175,4.944471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Jason Myers","SEA","K","2553112","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.20363517924794,0.204257047200924,0.0793399963601796,5.12039236504914,3.009678,7.76692014415003,1.534491,6.81237180392908,1.16749953618929,2.81931060890223,0.454029408241123,33.8375,4.914819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Wil Lutz","NO","K","2556601","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.44478,0.341038215448848,0.0603133768457201,7.53448276483742,0.726474,9.59548829056218,1.26021,8.09875101605844,1.16364673917229,2.50469546075333,0.75769190787385,37.35,5.48562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Younghoe Koo","ATL","K","2559205","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69010074239095,0.7413,0.0852625002987929,0.0205359502975977,8.7675,0.570711549814671,9.09895728693974,0.782613168952127,7.31564632261787,0.478560417461681,4.00824077919319,0.717355817488986,32.3,4.74432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Greg Joseph","MIN","K","2561534","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20983521562558,0.148584393166237,0.128792855365087,0.0458928861940096,8.0174228320798,0.533736,10.495145264424,0.680605577801328,7.85388904088459,1.02466634561447,4.43331044251144,0.512461699700052,36.95,4.4478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Daniel Carlson","LVR","K","2560993","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07707691261365,1.19998537480398,0.224909615428422,0.0416219457027285,9.90735414305827,0.89834847539147,10.1328350799506,0.790669054450676,9.02671576957325,0.412202787496162,3.9433117885289,0.285192239273205,36.3675,4.536756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Austin Seibert","DET","K","2562729","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0.889559999999999,0.0893005684016595,0.0717312664420024,4.68494185589202,3.34609366293427,8.81916760067911,1.90144411488699,7.41044821418211,1.52353099912243,2.26545304228665,1.0788693263676,30.8325,4.284714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Kaimi Fairbairn","HOU","K","2556521","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,0.788098131791917,0.404755287640192,0.320348988846197,6.975,1.02098330123989,7.63515600833055,0.466610850862185,5.99390113992281,1.6481229101517,4.23306387686388,0.674951974141415,29.3425,1.4826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Undisclosed",0,2022
"244","Riley Patterson","DET","K","2567013","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.07303866731518,13.1551671281615,0.0603566529492455,0.0298282578875171,6.94933321057042,1.34463059070311,9.32206074451259,2.77704488972154,7.30452147817222,1.423296,1.22565296692607,0.0782042655642022,30.5,4.59606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Greg Zuerlein","NYJ","K","2534797","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.50659885879502,0.573473063900997,0.266955332664537,0.0344067604088066,6.96078011183614,0.971103,8.82023404088414,0.977701439369072,5.93942032466893,0.659757,2.45669285690865,0.335684668312825,30.4525,2.083053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Zane Gonzalez","CAR","K","2558178","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8732201704478,0.569782655528648,0.220059018358655,0.0273841516214381,7.72389284909567,0.492540923861524,6.56556689187299,0.950596628309657,8.13310319071178,0.6536879112247,3.40961919519668,0.452417200614169,30.655,2.9652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Graham Gano","NYG","K","71309","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,1.04156150580093,0.301933703043061,0.0817437418195962,7.00832176560727,1.23749650143154,10.2899280004044,1.41351871976834,6.92368337497902,0.54069586898004,4.53708262831702,0.725189943562441,27.125,5.1891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Concussion",0,2022
"248","Jets","NYJ","DST","100024","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.525,1.882902,35.2125,3.26172,0.1,0.2490768,2.27291666666667,0.400302,0,NA,NA,NA,NA,NA
"249","Lions","DET","DST","100010","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.83,1.586382,34.95,5.04084,0.4355,0.2312856,1.93375,0.696822,0,NA,NA,NA,NA,NA
"250","Jaguars","JAC","DST","100015","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,1.77912,37.565,4.091976,0.4445,0.3024504,1.93375,0.518909999999999,0,NA,NA,NA,NA,NA
"251","Texans","HOU","DST","100013","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8675,1.33434,34.37,2.238726,0.3335,0.3676848,2.56833333333333,0.44478,0,NA,NA,NA,NA,NA
"252","Raiders","LVR","DST","100018","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.67,1.4826,35.0675,4.344018,0.581,0.1156428,1.92,0.59304,0,NA,NA,NA,NA,NA
"253","Falcons","ATL","DST","100001","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.97,1.18608,27,10.481982,0.3365,0.3143112,2.2975,0.281694000000001,0,NA,NA,NA,NA,NA
"254","Giants","NYG","DST","100023","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6975,1.660512,37.58,2.9652,0.5135,0.0266868,2.05,0.4942,0,NA,NA,NA,NA,NA
"255","Cardinals","ARI","DST","100026","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.515,2.2239,38.22,1.92738,0.44,0.266868,2.37958333333333,0.533736,0,NA,NA,NA,NA,NA
"256","Steelers","PIT","DST","100027","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7075,2.9652,51.94,6.07866,0.1,0.2579724,2.39333333333333,0.355824,0,NA,NA,NA,NA,NA
"257","Seahawks","SEA","DST","100030","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9375,1.18608,35,4.848102,0.699,0.1660512,1.9775,0.59304,0,NA,NA,NA,NA,NA
"258","Chiefs","KC","DST","100016","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.32,2.045988,34.4575,6.81996,0.434,0.2194248,3.0025,0.37065,0,NA,NA,NA,NA,NA
"259","Chargers","LAC","DST","100028","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.32,3.11346,41.5025,1.838424,0.475,0.29652,2.84958333333333,0.22239,0,NA,NA,NA,NA,NA
"260","Bears","CHI","DST","100005","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3.85476,44.475,4.996362,0.746,0.3647196,2.5175,0.266868,0,NA,NA,NA,NA,NA
"261","Redskins","WAS","DST","100032","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3525,2.07564,39.095,0.800603999999999,0.1,0.2579724,2.74666666666667,0.390418,0,NA,NA,NA,NA,NA
"262","Rams","LAR","DST","100017","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.135,2.07564,44.4425,1.378818,0.4445,0.3024504,2.78291666666667,0.192738,0,NA,NA,NA,NA,NA
"263","Panthers","CAR","DST","100004","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.645,3.40998,39.45,4.89258000000001,0.3685,0.4862928,2.32166666666667,0.284165,0,NA,NA,NA,NA,NA
"264","Vikings","MIN","DST","100020","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2775,1.082298,44.7525,6.983046,0.1,0.2579724,2.57916666666667,0.29652,0,NA,NA,NA,NA,NA
"265","Eagles","PHI","DST","100025","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.35,0.59304,37.3375,4.4478,0.443,0.2905896,2.89333333333333,0.266868,0,NA,NA,NA,NA,NA
"266","Broncos","DEN","DST","100009","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.375,3.439632,40.575,2.07564,0.1,0.237216,2.53416666666667,0.340998,0,NA,NA,NA,NA,NA
"267","Patriots","NE","DST","100021","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.29,1.601208,38.6375,3.143112,0.443,0.2905896,2.55416666666667,0.212506,0,NA,NA,NA,NA,NA
"268","Cowboys","DAL","DST","100008","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,4.4478,37.975,1.63086,0.15,0.3172764,2.85875,0.192738,0,NA,NA,NA,NA,NA
"269","Saints","NO","DST","100022","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.725,0.889559999999999,44,0.148260000000002,0.1,0.2490768,2.51916666666667,0.410186,0,NA,NA,NA,NA,NA
"270","Titans","TEN","DST","100012","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.325,1.33434,42.81,1.363992,0.1,0.237216,2.48625,0.29652,0,NA,NA,NA,NA,NA
"271","Browns","CLE","DST","100007","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.22,3.973368,42.67,1.77912,0.4415,0.2787288,2.45,0.637518,0,NA,NA,NA,NA,NA
"272","49ers","SF","DST","100029","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.625,1.92738,47.905,8.67321,0.1,0.252042,2.53208333333333,0.548562,0,NA,NA,NA,NA,NA
"273","Dolphins","MIA","DST","100019","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.085,2.713158,45.235,2.031162,0.483,0.3914064,2.52416666666667,0.499142,0,NA,NA,NA,NA,NA
"274","Buccaneers","TB","DST","100031","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,1.33434,44.1275,4.74431999999999,0.483,0.3914064,2.84,0.252042,0,NA,NA,NA,NA,NA
"275","Bengals","CIN","DST","100006","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0225,1.4826,40.14,1.18608,0.476,0.3083808,2.24625,0.696822,0,NA,NA,NA,NA,NA
"276","Colts","IND","DST","100014","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8125,1.4826,33.3,6.731004,0.785,0.207564,2.65916666666667,0.313817,0,NA,NA,NA,NA,NA
"277","Packers","GB","DST","100011","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,3.26172,42.65,2.9652,0.1,0.2579724,2.8125,0.22239,0,NA,NA,NA,NA,NA
"278","Ravens","BAL","DST","100002","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6675,3.55824,37.2975,3.750978,0.482,0.3795456,2.48708333333333,0.59304,0,NA,NA,NA,NA,NA
"279","Bills","BUF","DST","100003","robust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.075,3.202416,44.575,2.535246,0.479,0.3439632,2.61208333333333,0.756126,0,NA,NA,NA,NA,NA
